time,PM10_ug_m3,PM2_5_ug_m3,bme_pressure,temperature,humidity,CO_ppm,NO2_ppm,O3_ppb
2024-02-07 05:50:03+00:00,22.5,22.0,994.14,27.60000038,42.0,4.385000229,0.144165829,3.749000311
2024-02-07 05:51:03+00:00,18.9,18.4,994.14,27.60000038,42.0,4.364831448,0.144734621,4.668097496
2024-02-07 05:52:02+00:00,18.0,18.0,994.12,27.60000038,42.0,4.364831448,0.145305648,4.538876057
2024-02-07 05:53:02+00:00,24.0,23.6,994.14,27.60000038,42.0,4.344756126,0.145305648,4.668097496
2024-02-07 05:54:03+00:00,22.7,22.1,994.14,27.5,42.0,4.344756126,0.145305648,4.602917671
2024-02-07 05:55:05+00:00,20.7,20.7,994.17,27.5,41.90000153,4.344756126,0.145878926,4.538876057
2024-02-07 05:56:02+00:00,18.6,17.9,994.16,27.5,42.0,4.344756126,0.144734621,3.799435377
2024-02-07 05:57:03+00:00,19.3,18.9,994.21,27.5,42.0,4.344756126,0.144734621,3.555376291
2024-02-07 05:58:03+00:00,18.5,18.5,994.28,27.5,41.90000153,4.364831448,0.144165829,4.668097496
2024-02-07 05:59:03+00:00,18.3,18.2,994.27,27.5,41.90000153,4.364831448,0.144165829,4.870711803
2024-02-07 06:00:03+00:00,19.6,19.6,994.27,27.5,42.0,4.364831448,0.144165829,4.870711803
2024-02-07 06:01:04+00:00,18.0,17.4,994.28,27.60000038,42.0,4.364831448,0.144165829,3.902859211
2024-02-07 06:02:02+00:00,18.8,18.7,994.29,27.60000038,41.90000153,4.385000229,0.143599242,5.084501743
2024-02-07 06:03:03+00:00,21.8,21.2,994.28,27.60000038,41.79999924,4.364831448,0.144165829,5.084501743
2024-02-07 06:04:05+00:00,20.2,20.2,994.29,27.60000038,41.70000076,4.364831448,0.145305648,5.158380985
2024-02-07 06:05:03+00:00,21.4,21.2,994.28,27.60000038,41.70000076,4.364831448,0.144165829,5.158380985
2024-02-07 06:06:03+00:00,16.0,16.0,994.28,27.60000038,41.70000076,4.364831448,0.144165829,5.310245991
2024-02-07 06:07:04+00:00,15.8,14.5,994.29,27.60000038,41.70000076,4.385000229,0.144734621,5.158380985
2024-02-07 06:08:02+00:00,17.4,17.2,994.29,27.70000076,41.59999847,4.364831448,0.145305648,5.233618259
2024-02-07 06:09:03+00:00,17.8,17.8,994.27,27.70000076,41.70000076,4.364831448,0.144165829,4.177163601
2024-02-07 06:10:03+00:00,16.5,16.3,994.29,27.60000038,41.70000076,4.364831448,0.144165829,5.233618259
2024-02-07 06:11:03+00:00,16.7,16.7,994.27,27.60000038,41.70000076,4.364831448,0.145305648,5.310245991
2024-02-07 06:12:03+00:00,15.8,15.6,994.29,27.60000038,41.79999924,4.364831448,0.144165829,5.388293266
2024-02-07 06:13:03+00:00,15.0,15.0,994.29,27.60000038,41.70000076,4.364831448,0.144734621,4.009805679
2024-02-07 06:14:02+00:00,17.4,17.0,994.29,27.60000038,41.59999847,4.364831448,0.144165829,5.233618259
2024-02-07 06:15:02+00:00,14.0,14.0,994.3,27.60000038,41.59999847,4.364831448,0.144165829,5.310245991
2024-02-07 06:16:03+00:00,15.0,15.0,994.34,27.60000038,41.79999924,4.364831448,0.144165829,5.388293266
2024-02-07 06:17:04+00:00,15.0,14.0,994.33,27.60000038,41.79999924,4.364831448,0.145305648,5.388293266
2024-02-07 06:18:03+00:00,18.2,17.6,994.34,27.60000038,41.70000076,4.364831448,0.145878926,4.353326321
2024-02-07 06:19:03+00:00,14.7,14.7,994.32,27.70000076,41.59999847,4.344756126,0.144734621,4.353326321
2024-02-07 06:20:04+00:00,14.5,14.3,994.32,27.70000076,41.59999847,4.344756126,0.144734621,5.310245991
2024-02-07 06:21:02+00:00,16.2,15.8,994.36,27.60000038,41.90000153,4.364831448,0.144734621,4.475944996
2024-02-07 06:22:03+00:00,13.6,13.0,994.4,27.60000038,41.90000153,4.344756126,0.145305648,5.467794418
2024-02-07 06:23:03+00:00,15.2,15.2,994.37,27.5,42.0,4.344756126,0.144165829,5.548784733
2024-02-07 06:24:03+00:00,14.5,14.5,994.39,27.5,42.0,4.364831448,0.144165829,4.177163601
2024-02-07 06:25:03+00:00,16.3,14.5,994.4,27.5,42.0,4.364831448,0.144165829,5.233618259
2024-02-07 06:26:04+00:00,17.5,17.5,994.4,27.5,42.09999847,4.364831448,0.145878926,4.064648151
2024-02-07 06:27:02+00:00,16.2,16.2,994.36,27.5,42.29999924,4.364831448,0.144734621,4.940695763
2024-02-07 06:28:03+00:00,14.6,14.6,994.44,27.5,42.70000076,4.344756126,0.144165829,5.310245991
2024-02-07 06:29:03+00:00,16.6,16.6,994.42,27.5,42.59999847,4.344756126,0.144165829,5.467794418
2024-02-07 06:30:02+00:00,16.4,16.4,994.44,27.5,42.59999847,4.364831448,0.144734621,5.548784733
2024-02-07 06:31:03+00:00,11.2,11.2,994.44,27.5,42.29999924,4.344756126,0.144734621,5.467794418
2024-02-07 06:32:04+00:00,14.8,14.6,994.44,27.5,42.29999924,4.364831448,0.145305648,5.467794418
2024-02-07 06:33:02+00:00,15.3,14.8,994.46,27.5,42.40000153,4.364831448,0.145305648,5.467794418
2024-02-07 06:34:03+00:00,15.8,15.1,994.46,27.5,42.40000153,4.364831448,0.145305648,5.548784733
2024-02-07 06:35:03+00:00,14.4,14.4,994.44,27.5,42.5,4.385000229,0.145305648,5.548784733
2024-02-07 06:36:04+00:00,17.5,17.0,994.46,27.60000038,42.70000076,4.364831448,0.144734621,5.631296635
2024-02-07 06:37:03+00:00,11.2,10.6,994.46,27.60000038,42.59999847,4.364831448,0.144165829,5.715367317
2024-02-07 06:38:03+00:00,13.8,13.8,994.45,27.60000038,42.59999847,4.364831448,0.145305648,5.801033497
2024-02-07 06:39:04+00:00,16.0,16.0,994.51,27.60000038,42.40000153,4.364831448,0.144734621,5.631296635
2024-02-07 06:40:03+00:00,16.5,15.9,994.48,27.60000038,42.40000153,4.364831448,0.144734621,5.631296635
2024-02-07 06:41:03+00:00,18.9,18.9,994.48,27.60000038,42.5,4.364831448,0.144734621,5.548784733
2024-02-07 06:42:04+00:00,15.0,15.0,994.46,27.60000038,42.5,4.344756126,0.145305648,5.631296635
2024-02-07 06:43:03+00:00,17.0,17.0,994.45,27.60000038,42.5,4.364831448,0.145305648,5.801033497
2024-02-07 06:44:03+00:00,14.4,14.4,994.48,27.60000038,42.5,4.364831448,0.145305648,5.888333321
2024-02-07 06:45:03+00:00,17.4,17.4,994.48,27.60000038,42.40000153,4.364831448,0.144734621,5.888333321
2024-02-07 06:46:03+00:00,10.4,10.4,994.49,27.70000076,42.29999924,4.364831448,0.144165829,5.888333321
2024-02-07 06:47:03+00:00,19.8,18.7,994.42,27.70000076,42.29999924,4.364831448,0.144734621,6.067986488
2024-02-07 06:48:03+00:00,19.0,18.8,994.42,27.70000076,42.09999847,4.364831448,0.144734621,6.067986488
2024-02-07 06:49:03+00:00,22.1,21.4,994.4,27.70000076,42.09999847,4.364831448,0.144165829,5.548784733
2024-02-07 06:50:03+00:00,20.2,19.5,994.4,27.79999924,42.20000076,4.364831448,0.144165829,4.475944996
2024-02-07 06:51:03+00:00,21.7,21.7,994.38,27.79999924,42.0,4.364831448,0.144734621,4.475944996
2024-02-07 06:52:05+00:00,21.3,21.3,994.3,27.79999924,42.09999847,4.385000229,0.143599242,5.548784733
2024-02-07 06:53:02+00:00,14.8,14.8,994.3,27.79999924,42.09999847,4.385000229,0.143599242,5.631296635
2024-02-07 06:54:03+00:00,17.8,17.8,994.28,27.89999962,42.09999847,4.364831448,0.144734621,5.631296635
2024-02-07 06:55:04+00:00,21.3,21.3,994.27,27.89999962,42.0,4.364831448,0.145305648,5.631296635
2024-02-07 06:56:02+00:00,15.7,15.7,994.2,27.89999962,42.09999847,4.364831448,0.144734621,5.715367317
2024-02-07 06:57:03+00:00,21.5,21.3,994.18,27.89999962,42.0,4.364831448,0.144165829,5.548784733
2024-02-07 06:58:04+00:00,20.2,19.3,994.17,27.89999962,41.79999924,4.385000229,0.144165829,4.475944996
2024-02-07 06:59:02+00:00,20.8,20.8,994.16,27.89999962,42.0,4.385000229,0.144165829,5.548784733
2024-02-07 07:00:03+00:00,19.2,19.2,994.2,27.89999962,42.0,4.405261993,0.144165829,5.548784733
2024-02-07 07:01:02+00:00,20.7,20.5,994.19,28.0,41.79999924,4.385000229,0.144165829,5.388293266
2024-02-07 07:02:02+00:00,19.0,18.8,994.16,28.0,41.79999924,4.385000229,0.144165829,5.467794418
2024-02-07 07:03:03+00:00,22.0,21.7,994.18,28.0,41.90000153,4.385000229,0.143599242,5.388293266
2024-02-07 07:04:03+00:00,23.2,22.5,994.24,28.0,41.79999924,4.364831448,0.144734621,5.467794418
2024-02-07 07:05:04+00:00,22.6,22.6,994.24,28.0,41.79999924,4.385000229,0.145305648,5.467794418
2024-02-07 07:06:03+00:00,19.4,19.2,994.24,28.10000038,41.79999924,4.364831448,0.144734621,5.467794418
2024-02-07 07:07:03+00:00,17.0,17.0,994.31,28.10000038,41.59999847,4.364831448,0.144165829,5.467794418
2024-02-07 07:08:03+00:00,18.6,18.6,994.24,28.10000038,41.70000076,4.364831448,0.144734621,5.548784733
2024-02-07 07:09:03+00:00,18.5,18.3,994.27,28.10000038,41.79999924,4.385000229,0.144165829,5.548784733
2024-02-07 07:10:03+00:00,16.6,16.6,994.23,28.10000038,41.70000076,4.425618172,0.143599242,5.467794418
2024-02-07 07:11:05+00:00,20.5,20.5,994.19,28.20000076,41.70000076,4.466616154,0.14079912,5.467794418
2024-02-07 07:12:03+00:00,19.8,19.6,994.16,28.20000076,41.70000076,4.466616154,0.14079912,5.467794418
2024-02-07 07:13:03+00:00,18.3,18.3,994.13,28.20000076,41.90000153,4.425618172,0.142472684,5.467794418
2024-02-07 07:14:03+00:00,17.8,17.8,994.13,28.20000076,41.90000153,4.446069241,0.14303486,5.631296635
2024-02-07 07:15:03+00:00,18.2,17.6,994.09,28.20000076,41.79999924,4.425618172,0.143599242,5.801033497
2024-02-07 07:16:03+00:00,19.2,19.2,994.1,28.29999924,41.79999924,4.446069241,0.142472684,5.888333321
2024-02-07 07:17:03+00:00,18.0,18.0,994.08,28.29999924,41.79999924,4.466616154,0.14303486,5.631296635
2024-02-07 07:18:03+00:00,18.8,18.8,994.06,28.29999924,41.79999924,4.466616154,0.141912669,5.631296635
2024-02-07 07:19:03+00:00,16.2,16.2,994.07,28.29999924,41.70000076,4.405261993,0.143599242,5.548784733
2024-02-07 07:21:08+00:00,17.2,16.4,994.05,28.29999924,41.79999924,4.425618172,0.144165829,5.467794418
2024-02-07 07:22:03+00:00,15.8,15.8,994.05,28.29999924,41.79999924,4.425618172,0.144165829,5.467794418
2024-02-07 07:23:03+00:00,15.8,15.8,994.05,28.39999962,41.70000076,4.425618172,0.142472684,5.548784733
2024-02-07 07:24:02+00:00,12.2,12.2,994.05,28.39999962,41.79999924,4.425618172,0.144165829,5.631296635
2024-02-07 07:25:03+00:00,13.2,13.2,994.06,28.39999962,41.79999924,4.405261993,0.143599242,5.548784733
2024-02-07 07:26:04+00:00,13.2,13.2,994.04,28.39999962,41.59999847,4.405261993,0.144165829,5.888333321
2024-02-07 07:27:03+00:00,15.6,15.2,994.03,28.5,41.59999847,4.405261993,0.143599242,5.888333321
2024-02-07 07:28:03+00:00,15.6,15.6,993.99,28.5,41.5,4.425618172,0.143599242,5.888333321
2024-02-07 07:29:04+00:00,16.4,16.3,994.04,28.60000038,41.40000153,4.405261993,0.14303486,5.548784733
2024-02-07 07:30:03+00:00,14.3,13.5,994.08,28.60000038,41.40000153,4.446069241,0.142472684,5.467794418
2024-02-07 07:31:03+00:00,17.0,15.2,994.02,28.60000038,41.40000153,4.446069241,0.142472684,5.467794418
2024-02-07 07:32:02+00:00,13.8,13.8,994.12,28.60000038,41.20000076,4.446069241,0.141912669,5.548784733
2024-02-07 07:33:03+00:00,7.6,7.6,994.13,28.60000038,41.09999847,4.405261993,0.143599242,5.388293266
2024-02-07 07:34:03+00:00,13.8,13.6,994.12,28.5,40.70000076,4.385000229,0.144734621,5.310245991
2024-02-07 07:35:03+00:00,12.8,12.6,994.12,28.5,40.70000076,4.405261993,0.144165829,5.631296635
2024-02-07 07:36:03+00:00,13.8,13.5,994.1,28.5,41.09999847,4.405261993,0.143599242,5.888333321
2024-02-07 07:37:02+00:00,12.0,12.0,994.08,28.60000038,41.0,4.385000229,0.143599242,5.548784733
2024-02-07 07:38:03+00:00,12.5,12.2,994.05,28.60000038,40.79999924,4.344756126,0.144165829,5.548784733
2024-02-07 07:39:04+00:00,10.2,10.2,994.17,28.5,40.70000076,4.344756126,0.144734621,3.955882311
2024-02-07 07:40:03+00:00,10.5,10.5,994.13,28.5,40.70000076,4.344756126,0.144734621,4.870711803
2024-02-07 07:41:03+00:00,11.5,11.3,994.12,28.60000038,40.70000076,4.364831448,0.144734621,3.902859211
2024-02-07 07:42:05+00:00,8.7,8.7,994.14,28.5,40.70000076,4.385000229,0.145305648,4.801968575
2024-02-07 07:43:02+00:00,10.3,10.3,994.17,28.5,40.5,4.364831448,0.144734621,5.158380985
2024-02-07 07:44:03+00:00,12.0,12.0,994.17,28.39999962,40.70000076,4.364831448,0.145305648,4.870711803
2024-02-07 07:45:04+00:00,11.2,11.2,994.17,28.29999924,40.90000153,4.385000229,0.143599242,5.310245991
2024-02-07 07:46:02+00:00,11.0,10.5,994.16,28.29999924,41.29999924,4.385000229,0.143599242,4.940695763
2024-02-07 07:47:03+00:00,10.3,10.2,994.16,28.29999924,40.90000153,4.385000229,0.145305648,5.310245991
2024-02-07 07:48:03+00:00,11.2,11.0,994.2,28.29999924,41.09999847,4.364831448,0.144165829,5.631296635
2024-02-07 07:49:03+00:00,9.3,9.3,994.19,28.29999924,41.09999847,4.364831448,0.144165829,6.067986488
2024-02-07 07:50:03+00:00,12.3,12.2,994.17,28.29999924,41.09999847,4.405261993,0.143599242,6.160423756
2024-02-07 07:51:03+00:00,4.6,4.4,994.22,28.39999962,41.20000076,4.385000229,0.143599242,5.548784733
2024-02-07 07:52:04+00:00,14.2,14.2,994.23,28.39999962,41.29999924,4.385000229,0.144165829,5.715367317
2024-02-07 07:53:02+00:00,12.0,12.0,994.23,28.39999962,41.0,4.385000229,0.144734621,5.888333321
2024-02-07 07:54:04+00:00,14.3,14.3,994.22,28.39999962,41.29999924,4.385000229,0.143599242,5.888333321
2024-02-07 07:55:04+00:00,11.0,11.0,994.16,28.5,41.29999924,4.385000229,0.144734621,5.888333321
2024-02-07 07:56:02+00:00,9.4,9.4,994.13,28.60000038,41.09999847,4.405261993,0.143599242,5.631296635
2024-02-07 07:57:03+00:00,10.8,10.6,994.13,28.60000038,41.09999847,4.344756126,0.144734621,5.548784733
2024-02-07 07:58:04+00:00,11.6,11.6,994.2,28.60000038,40.70000076,4.385000229,0.143599242,5.388293266
2024-02-07 07:59:03+00:00,11.8,11.8,994.21,28.60000038,40.70000076,4.385000229,0.143599242,5.310245991
2024-02-07 08:00:03+00:00,10.8,10.8,994.2,28.60000038,41.09999847,4.364831448,0.144165829,5.233618259
2024-02-07 08:01:02+00:00,12.4,12.4,994.28,28.70000076,40.79999924,4.364831448,0.145305648,5.388293266
2024-02-07 08:02:02+00:00,12.2,12.2,994.26,28.79999924,40.40000153,4.364831448,0.144165829,5.310245991
2024-02-07 08:03:03+00:00,5.0,4.5,994.26,28.79999924,40.70000076,4.385000229,0.145305648,5.467794418
2024-02-07 08:04:04+00:00,8.4,8.4,994.23,28.79999924,40.59999847,4.385000229,0.144165829,5.388293266
2024-02-07 08:05:02+00:00,12.4,12.0,994.24,28.79999924,40.59999847,4.385000229,0.144734621,5.548784733
2024-02-07 08:06:03+00:00,11.3,11.3,994.28,28.89999962,40.5,4.364831448,0.144734621,5.388293266
2024-02-07 08:07:03+00:00,10.0,10.0,994.26,28.89999962,40.40000153,4.385000229,0.143599242,5.310245991
2024-02-07 08:08:03+00:00,13.2,13.2,994.21,28.89999962,40.40000153,4.385000229,0.143599242,5.715367317
2024-02-07 08:09:03+00:00,12.5,12.5,994.18,28.89999962,40.59999847,4.385000229,0.144734621,5.888333321
2024-02-07 08:10:03+00:00,13.8,13.8,994.24,28.89999962,40.40000153,4.364831448,0.145305648,5.888333321
2024-02-07 08:11:04+00:00,12.2,11.6,994.18,29.0,40.0,4.385000229,0.144165829,4.668097496
2024-02-07 08:12:03+00:00,14.0,14.0,994.18,29.0,40.20000076,4.385000229,0.143599242,6.160423756
2024-02-07 08:13:04+00:00,11.6,11.6,994.18,29.10000038,40.29999924,4.385000229,0.144165829,6.067986488
2024-02-07 08:14:03+00:00,11.8,11.8,994.14,29.20000076,39.90000153,4.405261993,0.144165829,6.067986488
2024-02-07 08:15:02+00:00,19.1,19.1,994.14,29.29999924,39.79999924,4.385000229,0.143599242,6.350730896
2024-02-07 08:16:03+00:00,23.8,23.4,994.11,29.39999962,39.79999924,4.405261993,0.144165829,6.160423756
2024-02-07 08:17:04+00:00,24.2,23.4,994.13,29.5,39.79999924,4.385000229,0.143599242,6.067986488
2024-02-07 08:18:03+00:00,18.5,18.3,994.15,29.5,39.79999924,4.385000229,0.143599242,4.73443985
2024-02-07 08:19:03+00:00,18.0,17.8,994.14,29.60000038,39.20000076,4.385000229,0.143599242,4.801968575
2024-02-07 08:20:03+00:00,21.8,21.2,994.1,29.70000076,39.20000076,4.405261993,0.144165829,6.350730896
2024-02-07 08:21:03+00:00,21.0,20.8,994.13,29.89999962,38.70000076,4.385000229,0.143599242,6.754340649
2024-02-07 08:22:03+00:00,20.6,20.6,994.15,30.0,38.59999847,4.405261993,0.143599242,6.448689461
2024-02-07 08:23:03+00:00,20.0,19.4,994.15,30.20000076,38.5,4.385000229,0.143599242,6.254656792
2024-02-07 08:24:02+00:00,22.8,22.8,994.15,30.60000038,38.09999847,4.385000229,0.144734621,6.160423756
2024-02-07 08:25:03+00:00,22.2,22.2,994.11,30.79999924,37.40000153,4.385000229,0.145305648,6.067986488
2024-02-07 08:26:03+00:00,21.0,21.0,994.08,31.10000038,36.90000153,4.385000229,0.143599242,6.067986488
2024-02-07 08:27:04+00:00,20.6,20.0,994.09,31.10000038,36.90000153,4.385000229,0.143599242,6.160423756
2024-02-07 08:28:03+00:00,23.0,22.6,994.04,31.39999962,36.79999924,4.385000229,0.144165829,5.158380985
2024-02-07 08:29:03+00:00,17.6,17.6,994.05,31.79999924,36.29999924,4.385000229,0.144165829,6.448689461
2024-02-07 08:30:04+00:00,18.3,18.0,994.06,32.09999847,35.79999924,4.344756126,0.144734621,6.448689461
2024-02-07 08:31:02+00:00,21.5,21.5,994.02,32.40000153,35.5,4.344756126,0.144734621,5.310245991
2024-02-07 08:32:03+00:00,19.5,19.5,994.01,32.70000076,35.09999847,4.364831448,0.145878926,6.860313892
2024-02-07 08:33:03+00:00,20.7,20.5,993.96,33.0,34.59999847,4.324772835,0.145305648,6.448689461
2024-02-07 08:34:02+00:00,25.6,25.0,993.95,33.20000076,34.40000153,4.168166637,0.15054737,6.754340649
2024-02-07 08:35:03+00:00,18.2,18.2,993.95,33.5,34.20000076,4.168166637,0.149955705,6.254656792
2024-02-07 08:36:03+00:00,19.8,19.6,993.99,33.5,34.20000076,4.168166637,0.149955705,6.350730896
2024-02-07 08:37:03+00:00,24.3,23.7,993.97,33.70000076,33.79999924,4.168166637,0.15054737,6.067986488
2024-02-07 08:38:02+00:00,18.8,18.6,994.0,33.90000153,33.5,4.073145866,0.154147655,4.602917671
2024-02-07 08:39:03+00:00,19.0,19.0,994.03,34.0,33.29999924,4.073145866,0.151737884,6.350730896
2024-02-07 08:40:04+00:00,22.8,22.8,993.99,34.0,33.0,4.148989677,0.152336702,6.254656792
2024-02-07 08:41:02+00:00,22.5,22.2,994.02,34.0,33.5,4.168166637,0.151737884,6.254656792
2024-02-07 08:42:03+00:00,18.2,18.2,994.03,34.0,33.70000076,4.129899979,0.15054737,6.350730896
2024-02-07 08:43:03+00:00,18.8,18.8,993.99,33.90000153,33.59999847,4.110896111,0.152336702,6.448689461
2024-02-07 08:44:02+00:00,14.3,14.0,994.03,33.79999924,33.90000153,4.129899979,0.152336702,6.548576832
2024-02-07 08:45:03+00:00,17.2,17.2,994.03,33.59999847,34.0,4.129899979,0.151141435,6.448689461
2024-02-07 08:46:05+00:00,16.8,16.8,994.08,33.59999847,34.0,4.129899979,0.151141435,6.254656792
2024-02-07 08:47:02+00:00,22.0,21.2,994.09,33.40000153,34.29999924,4.129899979,0.151141435,6.254656792
2024-02-07 08:48:03+00:00,18.0,18.0,994.06,33.20000076,34.09999847,4.148989677,0.15054737,5.631296635
2024-02-07 08:49:03+00:00,20.6,20.0,994.07,33.09999847,34.40000153,4.091978073,0.152937904,5.548784733
2024-02-07 08:50:03+00:00,18.4,17.8,994.06,32.79999924,34.5,4.148989677,0.151737884,5.467794418
2024-02-07 08:51:04+00:00,16.8,16.8,994.09,32.59999847,35.0,4.148989677,0.15054737,5.467794418
2024-02-07 08:52:03+00:00,17.6,17.6,994.04,32.59999847,35.29999924,4.148989677,0.151141435,6.067986488
2024-02-07 08:53:05+00:00,19.0,19.0,993.98,32.59999847,35.40000153,4.129899979,0.151737884,6.160423756
2024-02-07 08:54:02+00:00,16.8,16.8,994.02,32.59999847,35.40000153,4.129899979,0.151141435,6.350730896
2024-02-07 08:55:03+00:00,17.5,17.5,994.01,32.59999847,35.40000153,4.129899979,0.151141435,6.350730896
2024-02-07 08:56:05+00:00,18.2,18.2,994.01,32.5,35.40000153,4.148989677,0.151737884,6.350730896
2024-02-07 08:57:03+00:00,22.0,22.0,993.99,32.5,34.5,4.110896111,0.152336702,6.350730896
2024-02-07 08:58:03+00:00,17.5,17.5,993.96,32.29999924,35.0,4.110896111,0.151737884,6.160423756
2024-02-07 08:59:04+00:00,17.5,17.2,994.0,32.29999924,35.0,4.073145866,0.15354155,6.160423756
2024-02-07 09:00:02+00:00,18.0,18.0,993.95,32.20000076,34.29999924,4.091978073,0.152336702,6.350730896
2024-02-07 09:01:03+00:00,15.4,15.4,994.01,32.0,35.0,4.073145866,0.152937904,5.888333321
2024-02-07 09:02:03+00:00,13.4,13.2,994.01,32.0,34.79999924,4.073145866,0.152937904,5.888333321
2024-02-07 09:03:02+00:00,10.0,10.0,993.96,31.89999962,34.90000153,4.110896111,0.152336702,6.160423756
2024-02-07 09:04:03+00:00,12.0,12.0,993.95,31.79999924,34.70000076,4.110896111,0.152937904,6.067986488
2024-02-07 09:05:03+00:00,12.8,12.4,993.91,31.79999924,34.70000076,4.110896111,0.152937904,6.350730896
2024-02-07 09:06:02+00:00,10.0,10.0,993.91,31.89999962,35.70000076,4.110896111,0.152937904,6.254656792
2024-02-07 09:07:03+00:00,12.8,12.2,993.91,31.89999962,34.70000076,4.073145866,0.154147655,6.067986488
2024-02-07 09:08:03+00:00,10.0,10.0,993.94,31.89999962,34.70000076,4.073145866,0.154756188,5.888333321
2024-02-07 09:09:02+00:00,10.8,10.8,993.96,31.79999924,35.09999847,4.054397106,0.154147655,5.548784733
2024-02-07 09:10:03+00:00,10.5,10.5,993.96,31.79999924,35.09999847,4.091978073,0.152937904,5.715367317
2024-02-07 09:11:03+00:00,9.0,9.0,993.95,31.89999962,35.09999847,4.091978073,0.152937904,5.888333321
2024-02-07 09:12:04+00:00,9.8,9.8,993.94,31.89999962,35.29999924,4.035734177,0.154147655,6.160423756
2024-02-07 09:13:02+00:00,11.5,11.5,993.89,31.89999962,35.0,4.054397106,0.152937904,6.160423756
2024-02-07 09:14:03+00:00,12.2,11.8,993.89,31.89999962,35.0,4.054397106,0.152937904,5.715367317
2024-02-07 09:15:04+00:00,13.6,13.6,993.91,31.89999962,34.70000076,4.035734177,0.154756188,5.631296635
2024-02-07 09:16:02+00:00,8.3,8.3,993.89,31.89999962,34.90000153,4.054397106,0.154756188,6.067986488
2024-02-07 09:17:03+00:00,11.3,11.3,993.89,32.0,34.90000153,4.035734177,0.15354155,6.067986488
2024-02-07 09:18:04+00:00,11.8,11.8,993.94,32.0,35.0,4.054397106,0.15354155,6.160423756
2024-02-07 09:19:03+00:00,12.6,12.4,993.89,32.09999847,34.59999847,4.073145866,0.154147655,6.160423756
2024-02-07 09:20:03+00:00,11.3,10.8,993.88,32.20000076,34.79999924,4.073145866,0.152937904,6.067986488
2024-02-07 09:21:03+00:00,12.6,12.6,993.94,32.5,34.59999847,4.054397106,0.154147655,5.467794418
2024-02-07 09:22:03+00:00,11.7,11.0,993.92,33.0,33.40000153,4.035734177,0.154147655,4.293592453
2024-02-07 09:23:03+00:00,9.6,9.6,993.96,33.0,33.40000153,4.035734177,0.154147655,5.467794418
2024-02-07 09:25:04+00:00,13.8,13.5,993.91,33.90000153,32.09999847,4.091978073,0.151737884,6.254656792
2024-02-07 09:26:02+00:00,11.0,11.0,993.86,34.29999924,32.0,4.110896111,0.151737884,6.350730896
2024-02-07 09:27:03+00:00,10.8,10.5,993.89,34.70000076,31.89999962,4.129899979,0.151737884,5.467794418
2024-02-07 09:28:03+00:00,11.4,11.4,993.89,35.20000076,31.5,4.129899979,0.152336702,6.448689461
2024-02-07 09:29:02+00:00,10.2,10.2,993.85,35.59999847,30.89999962,4.129899979,0.151737884,6.448689461
2024-02-07 09:30:03+00:00,10.8,10.8,993.83,36.0,30.5,4.110896111,0.152937904,4.940695763
2024-02-07 09:31:03+00:00,10.0,10.0,993.87,36.40000153,29.79999924,4.073145866,0.151737884,6.067986488
2024-02-07 09:32:02+00:00,11.6,11.6,993.82,36.70000076,29.60000038,4.129899979,0.151737884,6.254656792
2024-02-07 09:33:03+00:00,12.0,12.0,993.82,36.70000076,29.60000038,4.129899979,0.151737884,4.668097496
2024-02-07 09:34:04+00:00,10.0,9.3,993.82,37.0,29.60000038,4.245752811,0.139694139,6.254656792
2024-02-07 09:35:03+00:00,12.0,12.0,993.79,37.20000076,29.39999962,4.129899979,0.151141435,4.940695763
2024-02-07 09:36:03+00:00,7.7,7.7,993.82,37.5,29.10000038,4.073145866,0.152937904,6.160423756
2024-02-07 09:37:03+00:00,11.8,11.4,993.84,37.79999924,28.89999962,4.01715374,0.154756188,5.084501743
2024-02-07 09:38:02+00:00,8.6,8.6,993.84,37.90000153,28.10000038,4.054397106,0.154147655,6.860313892
2024-02-07 09:39:03+00:00,11.8,11.3,993.82,38.09999847,28.60000038,4.091978073,0.152937904,6.650444031
2024-02-07 09:40:03+00:00,9.2,9.2,993.82,38.20000076,28.5,4.035734177,0.154756188,4.940695763
2024-02-07 09:41:04+00:00,11.3,11.0,993.83,38.29999924,28.10000038,4.054397106,0.154147655,6.254656792
2024-02-07 09:42:03+00:00,10.8,10.8,993.83,38.29999924,28.10000038,4.054397106,0.154147655,6.448689461
2024-02-07 09:43:03+00:00,10.0,10.0,993.79,38.29999924,28.0,4.054397106,0.154756188,6.067986488
2024-02-07 09:44:04+00:00,11.0,11.0,993.72,38.29999924,28.10000038,4.054397106,0.15354155,4.870711803
2024-02-07 09:45:03+00:00,9.6,9.6,993.76,38.29999924,28.10000038,4.054397106,0.15354155,4.870711803
2024-02-07 09:47:08+00:00,12.0,11.8,993.71,38.29999924,28.39999962,4.073145866,0.152336702,6.350730896
2024-02-07 09:48:03+00:00,11.8,11.0,993.65,38.5,28.0,4.073145866,0.15354155,6.350730896
2024-02-07 09:49:02+00:00,9.2,9.2,993.63,38.5,28.10000038,4.073145866,0.152937904,4.870711803
2024-02-07 09:50:03+00:00,7.2,7.2,993.62,38.5,28.20000076,4.054397106,0.154756188,6.254656792
2024-02-07 09:51:04+00:00,9.8,9.6,993.58,38.5,28.0,4.091978073,0.152937904,5.888333321
2024-02-07 09:52:03+00:00,9.0,8.8,993.58,38.5,28.0,4.091978073,0.152937904,5.548784733
